Index,CorrectRate,Score,ln,Unnamed: 4
31926,0.752,0.504,2.018931818,2.059998125
3105,0.754,0.508,2.062642793,2.031685373
19610,0.754,0.508,2.031685373,2.052216344
38176,0.754,0.508,2.062642793,2.052216344
5530,0.756,0.512,2.065280455,2.044535605
23847,0.756,0.512,2.044535605,2.065280455
41956,0.756,0.512,2.065280455,2.054854006
10036,0.758,0.516,2.047166298,2.067911148
28863,0.758,0.516,2.047166298,2.067911148
45333,0.758,0.516,2.057484699,2.036953728
13061,0.76,0.52,2.029468602,2.039577489
32513,0.76,0.52,2.07053491,2.029468602
2530,0.762,0.524,2.042194355,2.042194355
18472,0.762,0.524,2.042194355,2.042194355
35776,0.762,0.524,2.032085468,2.062725326
5118,0.764,0.528,2.044804361,2.075761782
26731,0.764,0.528,2.044804361,2.055016931
46310,0.764,0.528,2.044804361,2.065335332
9917,0.766,0.532,2.067938515,2.067938515
25648,0.766,0.532,2.057620114,2.037298657
43744,0.766,0.532,2.037298657,2.078364964
10308,0.768,0.536,2.060216508,2.080961359
28442,0.768,0.536,2.080961359,2.060216508
42283,0.768,0.536,2.07053491,2.080961359
5553,0.77,0.54,2.042484694,2.042484694
18574,0.77,0.54,2.083551001,2.052593581
37478,0.77,0.54,2.06280615,2.083551001
4976,0.772,0.544,2.075707476,2.086133926
23503,0.772,0.544,2.065389075,2.086133926
41444,0.772,0.544,2.086133926,2.045067618
7681,0.774,0.548,2.067965316,2.067965316
26702,0.774,0.548,2.067965316,2.088710167
45012,0.774,0.548,2.057752747,2.078283718
10480,0.776,0.552,2.06032234,2.09127976
25330,0.776,0.552,2.050213453,2.09127976
42357,0.776,0.552,2.06032234,2.09127976
7533,0.778,0.556,2.052776432,2.062885319
24500,0.778,0.556,2.052776432,2.052776432
42004,0.778,0.556,2.062885319,2.093842739
4692,0.78,0.56,2.096399138,2.096399138
17402,0.78,0.56,2.085972689,2.085972689
33971,0.78,0.56,2.065441718,2.065441718
46949,0.78,0.56,2.055332831,2.096399138
11764,0.782,0.564,2.07820414,2.057882683
27433,0.782,0.564,2.088522541,2.088522541
40784,0.782,0.564,2.088522541,2.098948991
8800,0.784,0.568,2.060426023,2.10149233
26983,0.784,0.568,2.091065881,2.080747479
44202,0.784,0.568,2.10149233,2.080747479
7175,0.786,0.572,2.10402919,2.062962882
23522,0.786,0.572,2.083284339,2.083284339
40129,0.786,0.572,2.09360274,2.073071769
7830,0.788,0.576,2.075602182,2.085814751
21557,0.788,0.576,2.085814751,2.075602182
37912,0.788,0.576,2.096133153,2.085814751
1603,0.79,0.58,2.098657151,2.098657151
14682,0.79,0.58,2.098657151,2.08833875
29036,0.79,0.58,2.07812618,2.07812618
47215,0.79,0.58,2.08833875,2.08833875
14629,0.792,0.584,2.101174768,2.101174768
30839,0.792,0.584,2.101174768,2.090856366
47497,0.792,0.584,2.07053491,2.080643797
12174,0.794,0.588,2.114112484,2.103686035
26695,0.794,0.588,2.083155064,2.103686035
38359,0.794,0.588,2.114112484,2.093367633
2806,0.796,0.592,2.116617433,2.085660013
19512,0.796,0.592,2.116617433,2.095872583
39269,0.796,0.592,2.095872583,2.095872583
7253,0.798,0.596,2.108689647,2.078049789
20946,0.798,0.596,2.119116097,2.108689647
34594,0.798,0.596,2.088158676,2.078049789
49940,0.798,0.596,2.098371246,2.088158676
20018,0.8,0.6,2.111182056,2.111182056
35889,0.8,0.6,2.080542198,2.080542198
1492,0.802,0.604,2.10334984,2.113668242
21669,0.802,0.604,2.083028384,2.10334984
35931,0.802,0.604,2.124094691,2.093137271
2230,0.804,0.608,2.126574684,2.085508377
16871,0.804,0.608,2.085508377,2.105829834
30622,0.804,0.608,2.095617264,2.116148235
46058,0.804,0.608,2.105829834,2.116148235
8186,0.806,0.612,2.108303666,2.129048516
21882,0.806,0.612,2.108303666,2.129048516
37575,0.806,0.612,2.118622067,2.087982209
995,0.808,0.616,2.100558797,2.121089768
16218,0.808,0.616,2.100558797,2.110771366
34957,0.808,0.616,2.100558797,2.131516217
49997,0.808,0.616,2.110771366,2.131516217
16814,0.81,0.62,2.133977817,2.113232967
35821,0.81,0.62,2.113232967,2.09291151
835,0.812,0.624,2.136433347,2.105475927
12609,0.812,0.624,2.105475927,2.136433347
23902,0.812,0.624,2.136433347,2.105475927
39746,0.812,0.624,2.09536704,2.126006898
5258,0.814,0.628,2.107925416,2.138882836
23493,0.814,0.628,2.118137986,2.138882836
38485,0.814,0.628,2.097816529,2.097816529
6647,0.816,0.632,2.110368894,2.110368894
19685,0.816,0.632,2.100260007,2.100260007
35653,0.816,0.632,2.120581464,2.120581464
841,0.818,0.636,2.133337362,2.143763811
16590,0.818,0.636,2.133337362,2.143763811
29723,0.818,0.636,2.143763811,2.143763811
48346,0.818,0.636,2.143763811,2.133337362
15313,0.82,0.64,2.105129048,2.125450504
32158,0.82,0.64,2.115237935,2.105129048
47862,0.82,0.64,2.125450504,2.105129048
14451,0.822,0.644,2.127876125,2.117663555
27612,0.822,0.644,2.148620976,2.117663555
41735,0.822,0.644,2.127876125,2.107554668
10464,0.824,0.648,2.130295851,2.151040702
24495,0.824,0.648,2.140614252,2.120083281
45203,0.824,0.648,2.120083281,2.120083281
9820,0.826,0.652,2.122497142,2.122497142
26724,0.826,0.652,2.122497142,2.112388255
40434,0.826,0.652,2.122497142,2.122497142
7061,0.828,0.656,2.114796277,2.155862584
20387,0.828,0.656,2.114796277,2.145436135
35705,0.828,0.656,2.135117734,2.114796277
2659,0.83,0.66,2.11719849,2.11719849
16074,0.83,0.66,2.147838348,2.158264797
34001,0.83,0.66,2.147838348,2.158264797
49563,0.83,0.66,2.11719849,2.158264797
17898,0.832,0.664,2.15023478,2.160661229
32656,0.832,0.664,2.160661229,2.119594922
48870,0.832,0.664,2.129703809,2.15023478
18096,0.834,0.668,2.142307056,2.121985599
32410,0.834,0.668,2.121985599,2.132094486
48736,0.834,0.668,2.121985599,2.142307056
20070,0.836,0.672,2.165436858,2.124370551
36345,0.836,0.672,2.144692008,2.144692008
3828,0.838,0.676,2.14707126,2.136858691
22477,0.838,0.676,2.126749804,2.136858691
38371,0.838,0.676,2.167816111,2.136858691
8150,0.84,0.68,2.159763243,2.159763243
24883,0.84,0.68,2.129123385,2.139232272
41862,0.84,0.68,2.159763243,2.129123385
7853,0.842,0.684,2.162131179,2.172557629
24985,0.842,0.684,2.141600208,2.162131179
41621,0.842,0.684,2.151812778,2.141600208
11068,0.844,0.688,2.164493498,2.174919947
33275,0.844,0.688,2.13385364,2.174919947
575,0.846,0.692,2.156531824,2.166850225
18520,0.846,0.692,2.166850225,2.136210367
37365,0.846,0.692,2.136210367,2.146319254
9511,0.848,0.696,2.158882986,2.158882986
24257,0.848,0.696,2.148670417,2.13856153
39356,0.848,0.696,2.158882986,2.179627837
7903,0.85,0.7,2.16122861,2.181973461
27977,0.85,0.7,2.16122861,2.16122861
45732,0.85,0.7,2.171547011,2.16122861
13405,0.852,0.704,2.173887123,2.143247265
36074,0.852,0.704,2.184313572,2.163568721
3931,0.854,0.708,2.176221747,2.186648196
24230,0.854,0.708,2.155690776,2.186648196
42802,0.854,0.708,2.155690776,2.155690776
10361,0.856,0.712,2.17855091,2.168232509
40471,0.856,0.712,2.188977359,2.147911052
10230,0.858,0.716,2.170556236,2.180874638
30725,0.858,0.716,2.160343667,2.160343667
46328,0.858,0.716,2.180874638,2.170556236
18328,0.86,0.72,2.162661984,2.162661984
43773,0.86,0.72,2.152553097,2.172874554
10788,0.862,0.724,2.175187486,2.175187486
36185,0.862,0.724,2.185505887,2.164974916
9909,0.864,0.728,2.177495058,2.177495058
33607,0.864,0.728,2.157173601,2.157173601
5394,0.866,0.732,2.159475837,2.179797294
32707,0.866,0.732,2.200542145,2.159475837
16603,0.868,0.736,2.161772763,2.20283907
39421,0.868,0.736,2.161772763,2.192412621
15844,0.87,0.74,2.184385859,2.164064402
909,0.872,0.744,2.186672236,2.186672236
31381,0.872,0.744,2.176459666,2.176459666
5698,0.874,0.748,2.178740805,2.168631919
34999,0.874,0.748,2.188953375,2.188953375
23477,0.876,0.752,2.201547702,2.201547702
2388,0.878,0.756,2.193500035,2.203818437
38425,0.878,0.756,2.193500035,2.203818437
24488,0.88,0.76,2.175444147,2.185553034
8234,0.882,0.764,2.187813459,2.177704572
5253,0.884,0.768,2.200281334,2.190068764
38294,0.884,0.768,2.200281334,2.210599735
31412,0.886,0.772,2.202531542,2.202531542
29920,0.888,0.776,2.215095078,2.225521528
13434,0.89,0.78,2.207016761,2.217335162
6609,0.892,0.784,2.199039246,2.229996667
14688,0.894,0.788,2.201269296,2.211481866
12312,0.896,0.792,2.213706932,2.203494363
20908,0.898,0.796,2.236671888,2.215927038
20729,0.9,0.8,2.207929634,2.207929634
40389,0.902,0.804,2.230670854,2.241097304
19926,0.906,0.812,2.20443683,2.20443683
1516,0.91,0.82,2.208823255,2.218932142
843,0.914,0.828,2.213190441,2.254256748
25932,0.918,0.836,2.248178414,2.217538556
30576,0.924,0.848,2.265091641,2.224025334
9899,0.934,0.868,2.275809902,2.255065051
24306,0.972,0.944,2.284561037,2.27445215
