Index,CorrectRate,Score,ln,Unnamed: 4
33294,0.514,0.028,1.681114875,1.660370024
36377,0.514,0.028,1.640048567,1.650157454
39621,0.514,0.028,1.660370024,1.681114875
42399,0.514,0.028,1.650157454,1.650157454
45446,0.514,0.028,1.660370024,1.660370024
48385,0.514,0.028,1.660370024,1.660370024
1436,0.516,0.032,1.654024321,1.654024321
5235,0.516,0.032,1.654024321,1.684981741
8432,0.516,0.032,1.674555292,1.66423689
11982,0.516,0.032,1.66423689,1.684981741
15351,0.516,0.032,1.643915434,1.674555292
17821,0.516,0.032,1.66423689,1.643915434
21980,0.516,0.032,1.654024321,1.684981741
25753,0.516,0.032,1.66423689,1.66423689
28626,0.516,0.032,1.654024321,1.66423689
32532,0.516,0.032,1.674555292,1.654024321
36210,0.516,0.032,1.674555292,1.684981741
38929,0.516,0.032,1.684981741,1.66423689
42517,0.516,0.032,1.66423689,1.674555292
45532,0.516,0.032,1.66423689,1.654024321
48404,0.516,0.032,1.684981741,1.643915434
1683,0.518,0.036,1.647767341,1.657876228
5286,0.518,0.036,1.668088798,1.647767341
7384,0.518,0.036,1.688833648,1.668088798
10654,0.518,0.036,1.647767341,1.688833648
14146,0.518,0.036,1.657876228,1.678407199
17753,0.518,0.036,1.688833648,1.688833648
20390,0.518,0.036,1.647767341,1.657876228
23429,0.518,0.036,1.688833648,1.688833648
26312,0.518,0.036,1.668088798,1.657876228
29606,0.518,0.036,1.668088798,1.688833648
32806,0.518,0.036,1.657876228,1.688833648
36182,0.518,0.036,1.678407199,1.647767341
39470,0.518,0.036,1.678407199,1.668088798
43306,0.518,0.036,1.657876228,1.647767341
47224,0.518,0.036,1.668088798,1.647767341
49326,0.518,0.036,1.668088798,1.688833648
2058,0.52,0.04,1.671925861,1.671925861
5501,0.52,0.04,1.661713292,1.651604405
9393,0.52,0.04,1.692670712,1.651604405
13178,0.52,0.04,1.692670712,1.651604405
17416,0.52,0.04,1.692670712,1.661713292
21329,0.52,0.04,1.671925861,1.671925861
24321,0.52,0.04,1.651604405,1.651604405
27544,0.52,0.04,1.651604405,1.692670712
32141,0.52,0.04,1.661713292,1.661713292
36168,0.52,0.04,1.651604405,1.692670712
40376,0.52,0.04,1.682244263,1.661713292
44118,0.52,0.04,1.671925861,1.661713292
46747,0.52,0.04,1.661713292,1.671925861
49364,0.52,0.04,1.682244263,1.692670712
2855,0.522,0.044,1.686066597,1.665535626
6551,0.522,0.044,1.686066597,1.655426739
10196,0.522,0.044,1.665535626,1.686066597
14540,0.522,0.044,1.675748196,1.675748196
18253,0.522,0.044,1.655426739,1.665535626
21138,0.522,0.044,1.655426739,1.655426739
24270,0.522,0.044,1.686066597,1.655426739
27035,0.522,0.044,1.665535626,1.686066597
31458,0.522,0.044,1.675748196,1.696493046
35539,0.522,0.044,1.665535626,1.686066597
39658,0.522,0.044,1.665535626,1.675748196
42980,0.522,0.044,1.686066597,1.665535626
46742,0.522,0.044,1.696493046,1.655426739
948,0.524,0.048,1.669343343,1.679555913
4622,0.524,0.048,1.689874314,1.689874314
8659,0.524,0.048,1.700300763,1.659234456
13103,0.524,0.048,1.679555913,1.700300763
16310,0.524,0.048,1.679555913,1.679555913
20228,0.524,0.048,1.659234456,1.669343343
23929,0.524,0.048,1.700300763,1.689874314
27384,0.524,0.048,1.659234456,1.669343343
31476,0.524,0.048,1.700300763,1.689874314
35469,0.524,0.048,1.669343343,1.700300763
39246,0.524,0.048,1.679555913,1.700300763
43517,0.524,0.048,1.700300763,1.700300763
47927,0.524,0.048,1.700300763,1.659234456
2305,0.526,0.052,1.673136554,1.673136554
6321,0.526,0.052,1.663027667,1.673136554
10632,0.526,0.052,1.673136554,1.683349124
15344,0.526,0.052,1.663027667,1.693667525
19213,0.526,0.052,1.693667525,1.673136554
23456,0.526,0.052,1.693667525,1.683349124
28784,0.526,0.052,1.673136554,1.663027667
31598,0.526,0.052,1.693667525,1.693667525
34941,0.526,0.052,1.673136554,1.693667525
39152,0.526,0.052,1.704093975,1.663027667
43195,0.526,0.052,1.663027667,1.693667525
46738,0.526,0.052,1.693667525,1.704093975
381,0.528,0.056,1.67691537,1.68712794
4798,0.528,0.056,1.666806483,1.697446341
9642,0.528,0.056,1.697446341,1.707872791
13789,0.528,0.056,1.707872791,1.707872791
18412,0.528,0.056,1.67691537,1.697446341
22662,0.528,0.056,1.68712794,1.707872791
26826,0.528,0.056,1.68712794,1.666806483
32370,0.528,0.056,1.697446341,1.707872791
36576,0.528,0.056,1.697446341,1.707872791
39939,0.528,0.056,1.697446341,1.707872791
44435,0.528,0.056,1.707872791,1.697446341
48567,0.528,0.056,1.67691537,1.68712794
3333,0.53,0.06,1.71163732,1.690892469
7481,0.53,0.06,1.670571013,1.670571013
12034,0.53,0.06,1.670571013,1.690892469
16178,0.53,0.06,1.6806799,1.690892469
22251,0.53,0.06,1.690892469,1.6806799
28200,0.53,0.06,1.71163732,1.6806799
32507,0.53,0.06,1.6806799,1.71163732
37831,0.53,0.06,1.690892469,1.6806799
41797,0.53,0.06,1.71163732,1.690892469
46431,0.53,0.06,1.6806799,1.670571013
1069,0.532,0.064,1.69464282,1.68443025
5309,0.532,0.064,1.69464282,1.68443025
9965,0.532,0.064,1.674321363,1.704961221
15174,0.532,0.064,1.674321363,1.68443025
20147,0.532,0.064,1.704961221,1.704961221
24955,0.532,0.064,1.71538767,1.71538767
29144,0.532,0.064,1.71538767,1.69464282
34369,0.532,0.064,1.674321363,1.704961221
40303,0.532,0.064,1.704961221,1.674321363
45121,0.532,0.064,1.71538767,1.674321363
247,0.534,0.068,1.708697499,1.678057641
4252,0.534,0.068,1.688166528,1.678057641
9998,0.534,0.068,1.688166528,1.678057641
14731,0.534,0.068,1.698379097,1.698379097
20459,0.534,0.068,1.678057641,1.719123948
24734,0.534,0.068,1.688166528,1.678057641
30185,0.534,0.068,1.698379097,1.678057641
34126,0.534,0.068,1.688166528,1.678057641
40664,0.534,0.068,1.678057641,1.719123948
44963,0.534,0.068,1.708697499,1.688166528
831,0.536,0.072,1.712419809,1.681779951
5784,0.536,0.072,1.702101407,1.691888838
10871,0.536,0.072,1.691888838,1.681779951
16398,0.536,0.072,1.691888838,1.681779951
22787,0.536,0.072,1.712419809,1.722846258
27301,0.536,0.072,1.681779951,1.691888838
32397,0.536,0.072,1.712419809,1.722846258
38645,0.536,0.072,1.681779951,1.702101407
45003,0.536,0.072,1.702101407,1.722846258
49503,0.536,0.072,1.681779951,1.691888838
4054,0.538,0.076,1.695597285,1.695597285
8272,0.538,0.076,1.685488398,1.695597285
13338,0.538,0.076,1.695597285,1.685488398
18603,0.538,0.076,1.685488398,1.705809854
25721,0.538,0.076,1.726554705,1.685488398
31987,0.538,0.076,1.716128256,1.705809854
38409,0.538,0.076,1.705809854,1.695597285
45282,0.538,0.076,1.705809854,1.695597285
1605,0.54,0.08,1.709504541,1.699291971
7514,0.54,0.08,1.709504541,1.699291971
13513,0.54,0.08,1.699291971,1.719822942
18813,0.54,0.08,1.689183084,1.730249391
26879,0.54,0.08,1.709504541,1.730249391
31719,0.54,0.08,1.709504541,1.699291971
37354,0.54,0.08,1.719822942,1.730249391
43629,0.54,0.08,1.730249391,1.699291971
572,0.542,0.084,1.692864111,1.713185568
6659,0.542,0.084,1.692864111,1.723503969
11939,0.542,0.084,1.692864111,1.733930419
18077,0.542,0.084,1.702972998,1.702972998
25380,0.542,0.084,1.692864111,1.713185568
32106,0.542,0.084,1.713185568,1.702972998
40588,0.542,0.084,1.733930419,1.702972998
47201,0.542,0.084,1.733930419,1.702972998
4042,0.544,0.088,1.706640468,1.706640468
9843,0.544,0.088,1.696531581,1.716853038
16223,0.544,0.088,1.737597888,1.706640468
22459,0.544,0.088,1.737597888,1.737597888
28382,0.544,0.088,1.737597888,1.737597888
34443,0.544,0.088,1.706640468,1.727171439
40875,0.544,0.088,1.727171439,1.737597888
49408,0.544,0.088,1.716853038,1.696531581
6340,0.546,0.092,1.73082545,1.73082545
12486,0.546,0.092,1.710294479,1.73082545
20552,0.546,0.092,1.700185592,1.741251899
27522,0.546,0.092,1.720507048,1.720507048
34367,0.546,0.092,1.720507048,1.720507048
41161,0.546,0.092,1.700185592,1.700185592
307,0.548,0.096,1.7344661,1.74489255
6433,0.548,0.096,1.7344661,1.703826242
14339,0.548,0.096,1.7344661,1.74489255
23703,0.548,0.096,1.7344661,1.74489255
29776,0.548,0.096,1.74489255,1.724147699
37649,0.548,0.096,1.74489255,1.724147699
45083,0.548,0.096,1.7344661,1.724147699
3443,0.55,0.1,1.717562517,1.727775087
13158,0.55,0.1,1.748519937,1.717562517
22826,0.55,0.1,1.70745363,1.70745363
31569,0.55,0.1,1.717562517,1.748519937
40455,0.55,0.1,1.70745363,1.70745363
48342,0.55,0.1,1.727775087,1.738093488
7156,0.552,0.104,1.721176738,1.721176738
14684,0.552,0.104,1.752134158,1.731389308
24297,0.552,0.104,1.711067851,1.731389308
34139,0.552,0.104,1.752134158,1.741707709
42115,0.552,0.104,1.741707709,1.721176738
791,0.554,0.108,1.734990457,1.745308859
8545,0.554,0.108,1.745308859,1.734990457
18866,0.554,0.108,1.724777888,1.724777888
29691,0.554,0.108,1.714669001,1.714669001
38632,0.554,0.108,1.714669001,1.734990457
48389,0.554,0.108,1.734990457,1.745308859
8765,0.556,0.112,1.718257173,1.759323481
19178,0.556,0.112,1.759323481,1.72836606
30581,0.556,0.112,1.73857863,1.759323481
41228,0.556,0.112,1.748897031,1.748897031
48875,0.556,0.112,1.72836606,1.73857863
10698,0.558,0.116,1.742153919,1.762898769
20753,0.558,0.116,1.731941349,1.742153919
28945,0.558,0.116,1.762898769,1.742153919
38121,0.558,0.116,1.721832462,1.742153919
47612,0.558,0.116,1.742153919,1.742153919
6203,0.56,0.12,1.756034817,1.745716415
14471,0.56,0.12,1.725394959,1.756034817
26446,0.56,0.12,1.745716415,1.745716415
38087,0.56,0.12,1.756034817,1.756034817
48257,0.56,0.12,1.766461266,1.725394959
9557,0.562,0.124,1.759584613,1.749266212
20629,0.562,0.124,1.770011062,1.759584613
30914,0.562,0.124,1.770011062,1.759584613
45149,0.562,0.124,1.759584613,1.770011062
6759,0.564,0.128,1.773548248,1.742590828
20769,0.564,0.128,1.742590828,1.752803398
32277,0.564,0.128,1.732481941,1.732481941
40896,0.564,0.128,1.752803398,1.732481941
2552,0.566,0.132,1.746115493,1.766646464
15999,0.566,0.132,1.777072913,1.756328063
29030,0.566,0.132,1.746115493,1.746115493
41563,0.566,0.132,1.736006606,1.756328063
2916,0.568,0.136,1.749627725,1.739518838
16655,0.568,0.136,1.759840295,1.739518838
27793,0.568,0.136,1.749627725,1.739518838
41898,0.568,0.136,1.770158696,1.739518838
4027,0.57,0.14,1.743018725,1.743018725
14251,0.57,0.14,1.753127612,1.753127612
27764,0.57,0.14,1.763340182,1.753127612
37345,0.57,0.14,1.743018725,1.773658583
3144,0.572,0.144,1.76682781,1.777146211
16083,0.572,0.144,1.75661524,1.787572661
28547,0.572,0.144,1.75661524,1.746506353
43044,0.572,0.144,1.76682781,1.746506353
10575,0.574,0.148,1.749981808,1.749981808
23599,0.574,0.148,1.749981808,1.760090695
36507,0.574,0.148,1.760090695,1.760090695
195,0.576,0.152,1.784085033,1.773766631
11987,0.576,0.152,1.753445175,1.784085033
25320,0.576,0.152,1.773766631,1.753445175
39937,0.576,0.152,1.794511482,1.794511482
2157,0.578,0.156,1.756896536,1.787536394
19205,0.578,0.156,1.797962844,1.797962844
33943,0.578,0.156,1.777217993,1.797962844
43415,0.578,0.156,1.797962844,1.777217993
6982,0.58,0.16,1.760335976,1.790975834
21561,0.58,0.16,1.780657433,1.790975834
33722,0.58,0.16,1.780657433,1.760335976
48112,0.58,0.16,1.760335976,1.760335976
13417,0.582,0.164,1.804829883,1.794403434
30159,0.582,0.164,1.773872463,1.794403434
44737,0.582,0.164,1.794403434,1.794403434
10554,0.584,0.168,1.787500874,1.777288304
25473,0.584,0.168,1.777288304,1.777288304
41480,0.584,0.168,1.797819275,1.777288304
8728,0.586,0.172,1.780692468,1.801223439
20303,0.586,0.172,1.811649888,1.811649888
34600,0.586,0.172,1.790905037,1.790905037
268,0.588,0.176,1.815042453,1.815042453
20834,0.588,0.176,1.804616004,1.804616004
34318,0.588,0.176,1.784085033,1.794297602
1697,0.59,0.18,1.797678647,1.797678647
19455,0.59,0.18,1.787466078,1.787466078
36092,0.59,0.18,1.818423498,1.807997049
3362,0.592,0.184,1.811366652,1.801048251
20807,0.592,0.184,1.801048251,1.780726794
35921,0.592,0.184,1.790835681,1.811366652
3162,0.594,0.188,1.804406489,1.79419392
18794,0.594,0.188,1.79419392,1.79419392
33302,0.594,0.188,1.804406489,1.784085033
1218,0.596,0.192,1.82849829,1.80775344
18837,0.596,0.192,1.818071841,1.79754087
31649,0.596,0.192,1.787431983,1.787431983
1875,0.598,0.196,1.831834028,1.800876608
20020,0.598,0.196,1.821407579,1.821407579
37288,0.598,0.196,1.790767721,1.790767721
1780,0.6,0.2,1.824732179,1.814413778
19832,0.6,0.2,1.804201208,1.794092321
35799,0.6,0.2,1.824732179,1.835158628
4366,0.602,0.204,1.817727314,1.797405858
25662,0.602,0.204,1.828045716,1.838472165
42168,0.602,0.204,1.838472165,1.807514745
6364,0.604,0.208,1.800708404,1.831348262
21899,0.604,0.208,1.821029861,1.800708404
40605,0.604,0.208,1.800708404,1.831348262
5979,0.606,0.212,1.84506634,1.834639891
22097,0.606,0.212,1.804000033,1.824321489
40316,0.606,0.212,1.834639891,1.804000033
8385,0.608,0.216,1.807280816,1.837920674
27302,0.608,0.216,1.827602273,1.807280816
43053,0.608,0.216,1.807280816,1.827602273
8457,0.61,0.22,1.830872282,1.810550825
31351,0.61,0.22,1.830872282,1.841190683
47692,0.61,0.22,1.841190683,1.820659712
15191,0.612,0.224,1.823919017,1.844449988
35065,0.612,0.224,1.81381013,1.854876437
5146,0.614,0.228,1.837380258,1.837380258
25516,0.614,0.228,1.847698659,1.827167688
45660,0.614,0.228,1.847698659,1.858125108
9138,0.616,0.232,1.830405794,1.820296907
28443,0.616,0.232,1.820296907,1.830405794
47819,0.616,0.232,1.861363215,1.861363215
14651,0.618,0.236,1.843845974,1.864590825
33648,0.618,0.236,1.843845974,1.854164375
49397,0.618,0.236,1.864590825,1.864590825
10508,0.62,0.24,1.826741699,1.867808006
27980,0.62,0.24,1.826741699,1.836850586
44475,0.62,0.24,1.826741699,1.847063156
14922,0.622,0.244,1.850269976,1.840057406
32713,0.622,0.244,1.840057406,1.829948519
47756,0.622,0.244,1.871014827,1.840057406
16483,0.624,0.248,1.853466501,1.863784903
33851,0.624,0.248,1.863784903,1.843253932
1193,0.626,0.252,1.846440228,1.877397649
16344,0.626,0.252,1.866971199,1.866971199
38544,0.626,0.252,1.856652798,1.846440228
12515,0.628,0.256,1.859828931,1.859828931
32151,0.628,0.256,1.859828931,1.870147332
189,0.63,0.26,1.842673508,1.852782395
19491,0.63,0.26,1.852782395,1.883739815
41651,0.63,0.26,1.852782395,1.852782395
10250,0.632,0.264,1.866150963,1.886895814
27665,0.632,0.264,1.866150963,1.866150963
47509,0.632,0.264,1.866150963,1.845829507
15227,0.634,0.268,1.869296991,1.879615392
35807,0.634,0.268,1.879615392,1.859084421
5234,0.636,0.272,1.89317796,1.86222054
21117,0.636,0.272,1.86222054,1.872433109
44191,0.636,0.272,1.86222054,1.86222054
7655,0.638,0.276,1.885877783,1.885877783
24713,0.638,0.276,1.865346812,1.896304232
37436,0.638,0.276,1.865346812,1.855237925
6422,0.64,0.28,1.858354412,1.899420719
30347,0.64,0.28,1.878675868,1.899420719
48969,0.64,0.28,1.858354412,1.899420719
23395,0.642,0.284,1.881782632,1.861461175
41907,0.642,0.284,1.881782632,1.861461175
13570,0.644,0.288,1.864558275,1.874667162
34934,0.644,0.288,1.895198133,1.874667162
4835,0.646,0.292,1.887967228,1.867645771
24749,0.646,0.292,1.898285629,1.908712079
49547,0.646,0.292,1.887967228,1.898285629
21606,0.648,0.296,1.880832611,1.901363582
43487,0.648,0.296,1.880832611,1.891045181
13677,0.65,0.3,1.873792191,1.894113648
33282,0.65,0.3,1.894113648,1.883901078
2237,0.652,0.304,1.886960118,1.907491089
27833,0.652,0.304,1.907491089,1.917917539
4081,0.654,0.308,1.890009789,1.92096721
27108,0.654,0.308,1.879900902,1.890009789
1030,0.656,0.312,1.924007569,1.893050148
19120,0.656,0.312,1.913581119,1.913581119
37951,0.656,0.312,1.924007569,1.893050148
5455,0.658,0.316,1.896081252,1.896081252
25194,0.658,0.316,1.927038672,1.916612223
46983,0.658,0.316,1.885972365,1.916612223
13719,0.66,0.32,1.930060577,1.919634128
35925,0.66,0.32,1.88899427,1.909315726
4494,0.662,0.324,1.892007031,1.892007031
28223,0.662,0.324,1.912328488,1.922646889
569,0.664,0.328,1.895010704,1.895010704
19854,0.664,0.328,1.936077011,1.925650562
41473,0.664,0.328,1.936077011,1.895010704
12522,0.666,0.332,1.9183268,1.898005343
33739,0.666,0.332,1.898005343,1.898005343
48422,0.666,0.332,1.90811423,1.898005343
21131,0.668,0.336,1.94205731,1.92131246
40841,0.668,0.336,1.94205731,1.91109989
13414,0.67,0.34,1.934607595,1.914076624
31894,0.67,0.34,1.945034044,1.914076624
6765,0.672,0.344,1.927257055,1.906935599
28312,0.672,0.344,1.927257055,1.937575457
48027,0.672,0.344,1.917044486,1.917044486
21868,0.674,0.348,1.920003527,1.920003527
45102,0.674,0.348,1.940534498,1.90989464
18904,0.676,0.352,1.933166371,1.953911222
40680,0.676,0.352,1.943484773,1.922953802
13189,0.678,0.356,1.92589536,1.92589536
34658,0.678,0.356,1.95685278,1.95685278
6053,0.68,0.36,1.959785674,1.928828254
35664,0.68,0.36,1.959785674,1.928828254
12078,0.682,0.364,1.921643648,1.931752535
31333,0.682,0.364,1.941965104,1.921643648
47489,0.682,0.364,1.962709955,1.941965104
17128,0.684,0.368,1.944880822,1.924559365
39475,0.684,0.368,1.955199223,1.934668252
4628,0.686,0.372,1.947788026,1.947788026
28357,0.686,0.372,1.92746657,1.937575457
48070,0.686,0.372,1.92746657,1.968532877
19446,0.688,0.376,1.971431618,1.950686767
40058,0.688,0.376,1.971431618,1.971431618
10818,0.69,0.38,1.933255637,1.933255637
30107,0.69,0.38,1.953577094,1.943364524
301,0.692,0.384,1.946246485,1.966777456
18873,0.692,0.384,1.956459055,1.946246485
38211,0.692,0.384,1.946246485,1.977203906
7765,0.694,0.388,1.959332698,1.959332698
28003,0.694,0.388,1.949120129,1.939011242
45492,0.694,0.388,1.9696511,1.980077549
17382,0.696,0.392,1.982942923,1.941876616
35996,0.696,0.392,1.962198073,1.941876616
10082,0.698,0.396,1.965055225,1.954842655
29854,0.698,0.396,1.975373626,1.985800075
2361,0.7,0.4,1.988649052,1.947582745
23593,0.7,0.4,1.978222603,1.978222603
39574,0.7,0.4,1.957691632,1.967904202
11324,0.702,0.404,1.960532481,1.981063452
30409,0.702,0.404,1.991489901,1.950423594
707,0.704,0.408,1.95325636,1.983896218
17267,0.704,0.408,1.963365247,1.95325636
35172,0.704,0.408,1.95325636,1.95325636
6616,0.706,0.412,1.997147398,1.986720949
26303,0.706,0.412,1.986720949,1.966189978
44795,0.706,0.412,1.966189978,1.956081091
13989,0.708,0.416,1.958897831,1.989537689
33899,0.708,0.416,1.999964138,1.999964138
1635,0.71,0.42,1.992346483,1.982028081
20601,0.71,0.42,2.002772932,1.971815512
35006,0.71,0.42,1.982028081,1.961706625
887,0.712,0.424,1.964507518,1.974616405
20650,0.712,0.424,1.984828974,2.005573825
39672,0.712,0.424,1.964507518,1.964507518
10825,0.714,0.428,1.997940412,2.008366861
27922,0.714,0.428,2.008366861,1.997940412
47507,0.714,0.428,2.008366861,1.967300554
16767,0.716,0.432,2.000725636,1.970085778
41389,0.716,0.432,1.990407234,2.011152085
7662,0.718,0.436,2.00350309,2.00350309
27099,0.718,0.436,1.972863232,2.01392954
44328,0.718,0.436,1.972863232,1.972863232
18185,0.72,0.44,1.995954418,1.985741848
32907,0.72,0.44,1.975632961,1.985741848
7956,0.722,0.444,1.998716463,2.009034865
25353,0.722,0.444,1.988503894,1.998716463
46329,0.722,0.444,1.988503894,1.978395007
15035,0.724,0.448,1.991258299,2.001470868
38100,0.724,0.448,2.001470868,2.001470868
10868,0.726,0.452,2.004217675,2.004217675
29562,0.726,0.452,2.014536076,1.983896218
45477,0.726,0.452,2.024962526,2.024962526
14270,0.728,0.456,2.006956925,1.986635469
30561,0.728,0.456,1.996744356,1.996744356
5440,0.73,0.46,2.030433511,2.030433511
25161,0.73,0.46,2.020007062,1.989367204
38330,0.73,0.46,2.030433511,1.989367204
5664,0.732,0.464,2.002200352,2.033157772
22507,0.732,0.464,2.012412922,2.002200352
44039,0.732,0.464,2.022731323,2.012412922
13059,0.734,0.468,2.025448151,2.00491718
30707,0.734,0.468,2.0358746,2.015129749
47300,0.734,0.468,1.994808293,1.994808293
18341,0.736,0.472,2.028157586,2.017839185
42460,0.736,0.472,2.007626615,2.038584035
12606,0.738,0.476,2.000219811,2.010328698
30308,0.738,0.476,2.020541267,2.010328698
45703,0.738,0.476,2.041286118,2.041286118
12427,0.74,0.48,2.033554438,2.023236037
29886,0.74,0.48,2.033554438,2.043980888
41983,0.74,0.48,2.00291458,2.033554438
9927,0.742,0.484,2.025923533,2.005602077
28734,0.742,0.484,2.025923533,2.036241935
49420,0.742,0.484,2.036241935,2.015710964
14289,0.744,0.488,2.028603796,2.049348646
32333,0.744,0.488,2.028603796,2.018391226
48661,0.744,0.488,2.038922197,2.049348646
15967,0.746,0.492,2.010955406,2.031276862
38395,0.746,0.492,2.021064293,2.031276862
8989,0.748,0.496,2.033942773,2.044261174
21231,0.748,0.496,2.023730203,2.054687623
39395,0.748,0.496,2.054687623,2.054687623
7783,0.75,0.5,2.036601564,2.057346415
26689,0.75,0.5,2.016280107,2.036601564
46554,0.75,0.5,2.036601564,2.016280107
16227,0.752,0.504,2.029040705,2.059998125
